"Name" -> "Trails_and_Bikeways"
"ResourceType" -> "DataResource"
"Title" -> "Trails and Bikeways Champaign-Urbana"
"Description" -> "Records of trails and bikeways about path type, name, distance, width, shape length and construction year in Champaign-Urbana IL"
"Publisher" -> "The Champaign Urbana Urbanized Area Transportation Study (CUUATS) Open Data"
"Source" -> "http://data.cuuats.org/datasets/abeda57b97c84c4f88e7423585b3a087_0?uiTab=table"
"Date" -> "NA"
"Keywords" -> "Text, Trail, Bikeway, Champaign, Urbana"
"Categories" -> "City Planning and Infrastructure"
"ContentLocation" -> "Champaign-Urbana, Illinois"
OBJECTID,Path_Type,Dx_Miles,Name,Width_ft,Year_Const,City,Type,SHAPESTLength
1,1,1.00759,Lincoln Avenue Trail (Florida-Windsor),0,2003,Urbana,1,5320.077347
2,1,1.005981,Windsor Road S SP (Race-Philo),0,2003,Urbana,1,5311.579178
3,1,0.871845,Windsor Road N SP (Myra Ridge-Stone Creek),0,2003,Urbana,1,4603.343265
4,3,0.011526,Ethel S. Robeson Trail,0,,Champaign,3,60.859755
5,3,0.090604,Ethel S. Robeson Trail,0,,Champaign,3,478.387827
6,3,0.434932,Greenbelt Bikeway (Bradley-Heritage Park),0,,Champaign,3,2296.438439
7,3,0.233575,Greenbelt Bikeway (Heritage Park),0,,Champaign,3,1233.275039
8,3,0.026472,Greenbelt Bikeway Spur to Kaufman Lake,0,,Champaign,3,139.770156
9,3,0.396546,Robeson Meadows Trail,0,,Champaign,3,2093.76128
10,3,0.198388,Robeson Meadows Trail,0,,Champaign,3,1047.490825
11,3,0.367029,Robeson Meadows Trail,0,,Champaign,3,1937.914736
12,3,0.089302,Robeson Crossing Trail,0,,Champaign,3,471.512863
13,3,0.077562,Robeson Meadows Trail,0,,Champaign,3,409.528315
14,3,0.088699,Robeson Meadows Trail,0,,Champaign,3,468.330577
15,3,0.059209,Burwash Park Path,0,,Savoy,3,312.623382
16,3,0.086881,Burwash Park Path,0,,Savoy,3,458.732041
17,3,0.071846,Burwash Park Path,4,,Savoy,3,379.34505
18,3,0.414718,Boulware Trail (Devonshire-Fox),0,,Champaign,3,2189.711597
19,3,0.077037,Boulware Trail around Mattis Lake,6,,Champaign,3,406.754753
20,3,0.46144,Boulware Trail (Fox-Devonshire),0,,Champaign,3,2436.403041
21,2,1.030904,Windsor Road N DSUP (Prospect-W of Mattis),0,,Champaign,2,5443.175341
22,2,1.030092,Windsor Road S DSUP (Prospect-W of Mattis),0,,Champaign,2,5438.886092
23,1,0.053996,Harold E. Ruppel Memorial Bike Trail - SUP,0,,Champaign,1,285.101354
24,2,0.554044,Windsor Road N DSUP (Neil-Prospect),0,,Champaign,2,2925.353978
25,2,0.559732,Windsor Road S DSUP (Neil-Prospect),0,,Champaign,2,2955.382915
26,2,0.078442,Windsor Road N DSUP (W of Mattis-Bike Lane),0,,Champaign,2,414.175075
27,2,0.07862,Windsor Road S DSUP (W of Mattis-Bike Lane),0,,Champaign,2,415.113021
28,3,0.096137,Robeson Meadows Trail,0,,Champaign,3,507.602573
29,3,0.031484,Robeson Meadows Trail Spur to Rebecca Dr,0,,Champaign,3,166.236421
30,3,0.103301,Meadowbrook Park Path,0,2003,Urbana,3,545.429872
31,3,0.038626,Meadowbrook Park Path,0,2003,Urbana,3,203.944272
32,3,0.5121,Meadowbrook Park Sculpture Garden Path,0,2003,Urbana,3,2703.885644
33,3,0.255667,Meadowbrook Park Hickman Wildflower Walk,0,2003,Urbana,3,1349.922061
34,1,0.04681,Prospect Avenue E SP (Ruppel Trail-Graham),0,,Savoy,1,247.1558
35,3,0.431182,Boneyard Creek Trail (First-Sixth),0,,Champaign,3,2276.642504
36,3,0.047333,Boneyard Creek Trail Spur to Scott Park,0,,Champaign,3,249.918078
37,1,0.817485,Kirby Avenue S SP (Wright-Neil),0,,Champaign,1,4316.322731
38,3,0.522744,O'Malley's Alley Trail,0,,Champaign,3,2760.087984
39,3,0.253424,Martin Luther King Jr. Trail,0,,Champaign,3,1338.079556
40,3,0.079914,Martin Luther King Jr. Trail,0,,Champaign,3,421.947969
41,1,0.353247,Amber Lane S SP,0,2003,Urbana,1,1865.145215
42,1,0.52782,Florida Avenue S SP (W of Kinch-E of Abercorn),0,2003,Urbana,1,2786.88786
43,5,0.294635,Armory Bike Path,0,,Champaign,5,1555.674775
44,5,0.106257,Euclid Street Bike Path,0,,Champaign,5,561.036306
45,5,0.101773,Virginia Drive Contraflow Bike Path,0,2003,Urbana,5,537.362985
46,5,0.23232,Dorner Bike Path,0,2003,Urbana,5,1226.649425
47,5,0.517043,Mathews Avenue Bike Path,0,2003,Urbana,5,2729.989271
48,5,0.320447,Green Street Bike Path,0,2003,Urbana,5,1691.960666
49,5,0.388765,Armory Bike Path,0,2003,Urbana,5,2052.679116
50,5,0.002876,Iowa Bike Path Spur B,0,2003,Urbana,5,15.185137
51,5,0.141759,Florida Avenue Bike Path,0,2003,Urbana,5,748.487661
52,1,0.28017,First Street Trail (Gerty-Windsor),0,,Champaign,1,1479.299258
53,1,1.166064,First Street Trail (Gregory-Gerty),0,,Champaign,1,6156.820042
54,3,0.095714,Burwash Park NW path,5,,Savoy,3,505.369453
55,3,3.36298,Lake of the Woods Path,0,,Mahomet,3,17756.536349
56,1,1.004941,IL 47 Path,0,,Mahomet,1,5306.090363
57,1,0.603972,US 150 N SP (East-Oak Creek),0,,Mahomet,1,3188.970478
58,1,0.559949,US 150/Sandy Ridge SUP (Oak Creek-E of Heather),0,,Mahomet,1,2956.52847
59,7,0.295376,Rantoul Township High School Track,0,,Rantoul,7,1559.58335
60,1,0.051964,McCullough Street E SP (Park-University),0,2003,Urbana,1,274.369757
61,5,0.078004,Illinois Bike Path,0,2003,Urbana,5,411.861727
62,5,0.034229,Iowa Bike Path Spur A,0,2003,Urbana,5,180.729043
63,5,0.304259,Lorado Taft Bike Path,0,,Champaign,5,1606.489939
64,5,0.273963,Mathews Bike Path,0,2003,Urbana,5,1446.52525
65,5,0.173722,Sixth Street Bike Path,0,,Champaign,5,917.251846
66,5,0.168357,Wright Street Bike Path,0,2003,Urbana,5,888.924398
67,1,0.0569,Windsor Road N SP (W of Race-Race),0,2003,Urbana,1,300.433887
68,3,0.233318,Crystal Lake Pool Path,0,2003,Urbana,3,1231.921456
69,3,0.570867,Crystal Lake Park Path,0,2003,Urbana,3,3014.176896
70,3,0.133279,Church Street N SP,0,2003,Urbana,3,703.714488
71,1,2.581545,Stone Creek Boulevard Path,0,2004,Urbana,1,13630.556319
72,3,0.445228,Greenbelt Bikeway (Parkland Way-Bradley),0,,Champaign,3,2350.802375
73,3,0.122621,Greenbelt Bikeway Spur to Olympic Tribute,0,,Champaign,3,647.438384
74,3,0.760128,Robeson Meadows West Trail,0,,Champaign,3,4013.476489
75,3,0.605776,Robeson Meadows West Trail,0,,Champaign,3,3198.498139
76,3,0.125645,Robeson Meadows West Trail,0,,Champaign,3,663.40753
77,3,0.13285,Robeson Meadows West Trail,0,,Champaign,3,701.446809
78,3,0.004277,Robeson Meadows West Trail,0,,Champaign,3,22.581301
79,3,0.124018,Robeson Meadows West Trail,0,,Champaign,3,654.812697
80,3,0.008307,Robeson Meadows West Trail,0,,Champaign,3,43.859881
81,3,0.071692,Robeson Meadows West Trail,0,,Champaign,3,378.535148
82,3,0.00378,Robeson Meadows West Trail,0,,Champaign,3,19.957771
83,3,0.021828,Robeson Meadows West Trail,0,,Champaign,3,115.252876
84,3,0.01095,Robeson Meadows West Trail,0,,Champaign,3,57.818489
85,3,0.158459,Robeson Meadows West Trail,0,,Champaign,3,836.663484
86,3,0.193257,Robeson Meadows West Park Trail,0,,Champaign,3,1020.397236
87,3,0.03308,Robeson Meadows West Trail,0,,Champaign,3,174.66293
88,3,0.08288,Robeson Meadows West Trail,0,,Champaign,3,437.605598
89,3,0.661796,South Ridge Park Trail,0,2003,Urbana,3,3494.278352
90,3,0.359935,Marc Trail Path,0,2006,Urbana,3,1900.456694
91,3,0.359114,The Pines Pond Path,0,2006,Urbana,3,1896.122772
92,1,0.4895,Lierman Avenue E SP,0,2006,Urbana,1,2584.559585
93,5,0.161746,Oval Allee Bike Path,0,2006,Urbana,5,854.021051
94,1,0.29663,Colorado Avenue N SP,0,2006,Urbana,1,1566.208929
95,1,0.231216,North Champaign Trail D,0,,Champaign,1,1220.820496
96,1,0.042794,Smith Road W SP,0,2006,Urbana,1,225.949906
97,1,0.191536,Meadowbrook Park Prairie Path on Race Street,0,2003,Urbana,1,1011.312154
98,3,0.98237,Meadowbrook Park Prairie Path,0,2003,Urbana,3,5186.911183
99,6,0.2456,Illinois Street Bike Lanes (Lincoln-Goodwin),0,2007,Urbana,6,1296.769509
100,6,0.378976,First Street Bike Lanes (S of Green-Gregory),0,,Champaign,6,2000.993195
101,6,0.370589,Philo Road Bike Lanes (PA-Harding),0,2008,Urbana,6,1956.70819
102,5,0.168743,Quad Bike Path,0,2006,Urbana,5,890.963173
103,5,0.027312,Davenport Bike Path,0,2003,Urbana,5,144.209069
104,5,0.004143,Davenport Bike Path Spur,0,2003,Urbana,5,21.873013
105,5,0.060238,Buell Bike Path,0,2007,Urbana,5,318.058226
106,5,0.073336,Gregory Drive Bike Path,0,,Champaign,5,387.211558
107,5,0.20427,Fourth Street Bike Path,0,,Champaign,5,1078.544281
108,1,0.233653,Prospect Avenue E SP (Ashland Park N),0,,Champaign,1,1233.688852
109,1,0.364102,Olympian Drive S SP,0,,Champaign,1,1922.45848
110,1,0.205224,Leggett Lane E SP,0,,Champaign,1,1083.582
111,1,0.043685,Ashland Park Trail,0,,Champaign,1,230.658179
112,1,0.071371,North Champaign Trail A,0,,Champaign,1,376.837363
113,1,0.025226,Doisy Drive N SP,0,,Champaign,1,133.195784
114,3,0.083741,Ashland Park Trail,0,,Champaign,3,442.153406
115,3,0.247596,Ashland Park Trail,0,,Champaign,3,1307.307395
116,3,0.490877,North Champaign Trail B,0,,Champaign,3,2591.832855
117,1,0.040557,North Champaign Trail C,0,,Champaign,1,214.142054
118,1,0.192061,Prospect Avenue E SP (Ashland Park S),0,,Champaign,1,1014.08347
119,3,0.022279,Hessel Park Path Spur to Kirby Ave,0,,Champaign,3,117.632317
120,3,0.624185,Hessel Park Path,0,,Champaign,3,3295.697263
121,3,0.005992,Hessel Park Path Spur to Grandview Dr W,0,,Champaign,3,31.635706
122,3,0.009117,Hessel Park Path Spur to Birch St,0,,Champaign,3,48.138239
123,3,0.004677,Hessel Park Path Spur to Hamilton Dr,0,,Champaign,3,24.696625
124,3,0.00555,Hessel Park Path Spur to Cedar St,0,,Champaign,3,29.302844
125,3,0.019384,Hessel Park Path Spur to Valley Rd,0,,Champaign,3,102.349459
126,3,0.003649,Robeson Meadows Trail Spur,0,,Champaign,3,19.267273
127,3,0.004829,Robeson Meadows Trail Spur,0,,Champaign,3,25.499753
128,1,0.010599,Duncan Road Path to Windsor Rd,0,,Champaign,1,55.960866
129,3,0.098998,Robeson Meadows Trail,0,,Champaign,3,522.710748
130,3,0.007786,Roby Trail,0,,Champaign,3,41.108816
131,3,0.008461,Roby Trail,0,,Champaign,3,44.676156
132,3,0.025352,Duncan Road Path bridge over Phinney Branch,0,,Champaign,3,133.857298
133,3,0.008348,Duncan Road Path to Stoneybrook Dr,0,,Champaign,3,44.07941
134,3,0.004121,Duncan Road Path to Stoneybrook Dr,0,,Champaign,3,21.759982
135,3,0.008363,Duncan Road Path,0,,Champaign,3,44.154736
136,3,0.073933,Robeson Meadows Trail,0,,Champaign,3,390.367622
137,3,0.005449,Robeson Meadows Trail Spur,0,,Champaign,3,28.772616
138,3,0.085852,Boulware Trail Spur to Colony Square,8,,Champaign,3,453.299493
139,3,0.24167,Boulware Trail around Mattis Lake,8,,Champaign,3,1276.01529
140,3,0.009884,Boulware Trail around Mattis Lake,8,,Champaign,3,52.18905
141,3,0.007462,Boulware Trail Spur to Colony Square,8,,Champaign,3,39.399883
142,2,0.585882,Curtis Road S DSUP (Duncan-Wynstone),0,2008,Champaign,2,3093.456501
143,2,0.050828,Duncan Road W DSUP,0,,Champaign,2,268.37275
144,2,0.119861,Duncan Road E DSUP,0,,Champaign,2,632.865759
145,2,0.584961,Curtis Road N DSUP (Duncan-Wynstone),0,2008,Champaign,2,3088.592865
146,3,0.222374,Greenbelt Bikeway Spur to Country Fair Dr,0,,Champaign,3,1174.135708
147,1,0.212178,Colorado Avenue S SP,0,2008,Urbana,1,1120.300752
148,1,0.131777,Orchard Street E SP,0,2008,Urbana,1,695.783006
149,1,0.073409,McCullough Street E SP (University-RR),0,2008,Urbana,1,387.598737
150,1,0.06275,Wright Street Path,0,2008,Urbana,1,331.318407
151,3,0.31272,Pipeline Diagonal Trail 1,8,2008,Champaign,3,1651.161247
152,3,0.140124,The Pines Path,0,2008,Urbana,3,739.853041
153,1,0.075553,Windsor Road S SP (W of Race-Race),0,2003,Urbana,1,398.921612
154,1,0.191199,Race Street E SP,0,2003,Urbana,1,1009.532379
155,1,0.210179,Lincoln Ave W SP (Iowa St Bike Path-Michigan),10,2006,Urbana,1,1109.744224
156,1,0.004892,Hazelwood Drive N SP,0,,Champaign,1,25.828754
157,3,0.227132,South Research Park Trail,0,,Champaign,3,1199.256714
158,3,0.009558,South Research Park Trail,0,,Champaign,3,50.466908
159,3,0.026368,Robeson Meadows West Trail,0,,Champaign,3,139.224377
160,3,0.018999,Roby Trail,0,,Champaign,3,100.317386
161,3,0.009572,Burwash Park Path,0,,Savoy,3,50.541806
162,3,0.131088,Boulware Trail Spur to Moore Park,0,,Champaign,3,692.142355
163,1,0.231848,Myra Ridge Drive E SP,0,2003,Urbana,1,1224.160049
164,1,0.137562,US 150 N SP (Commercial-Churchill),0,,Mahomet,1,726.328062
165,1,0.098942,US 150 N SP (Churchill-E edge of Hunters Ridge),0,,Mahomet,1,522.412989
166,1,0.238795,US 150 N SP (W of Purnell-Prairieview),0,,Mahomet,1,1260.837767
167,3,0.087681,Chanute Air Museum Path,0,,Rantoul,3,462.954368
168,1,0.238923,John Baermann Parade Ground Path,0,,Rantoul,1,1261.515276
169,1,0.198914,Century Boulevard E SP,0,,Rantoul,1,1050.266699
170,3,0.076463,John Baermann Parade Ground Path,0,,Rantoul,3,403.72568
171,1,0.084997,Veterans Parkway S SP (Century-Eagle),0,,Rantoul,1,448.784023
172,1,0.067933,Maplewood Detention Pond Path Trailhead,0,,Rantoul,1,358.684901
173,1,0.97315,Maplewood Detention Pond Path,0,,Rantoul,1,5138.234252
174,1,0.045091,Maplewood Detention Pond Path Trailhead,0,,Rantoul,1,238.080125
175,1,0.002666,Maplewood Detention Pond Path Trailhead,0,,Rantoul,1,14.078094
176,1,0.017195,Maplewood Detention Pond Path Trailhead,0,,Rantoul,1,90.787265
177,1,0.180044,Boulder Drive W SP,0,2006,Urbana,1,950.631808
178,3,0.244597,Marc Trail Path Loop North,0,2006,Urbana,3,1291.473374
180,1,0.286808,Windsor Road S SP (Philo-Myra Ridge),0,2003,Urbana,1,1514.346194
181,3,0.037931,The Pines Trailhead,0,2008,Urbana,3,200.278037
182,1,0.155667,Windsor Road N SP (Philo-Boulder),0,2007,Urbana,1,821.922671
